,APX_ratio,APX_inter_ratio,GEFT_ratio,GW_ratio,GP_ratio,KNAPSACK_reward,APX_reward,GEFT_reward,GW_reward,GP_reward,wind_direction,intersection
0,0.1434146970666264,0.9997740606614934,0.7135668474660497,0.1434146970666264,0.14371704238104085,1165.767588087498,167.18820549566024,831.8531027096964,167.18820549566024,167.54066986361474,0,33.11764705882353
1,0.14384510336232206,0.9997237468471288,0.8570360788016778,0.1436645323301647,0.1440671358683163,1162.846767889337,167.26981352158379,996.601634199082,167.05983708046517,167.52800330354555,30,28.137254901960784
2,1.0,0.8561808940451436,0.7123698319587609,0.2876301680412391,0.2884366564249081,1163.541006963804,1163.541006963804,828.8715116079325,334.6694953558715,335.6078776619104,60,23.54901960784314
3,0.9995196672883561,0.8571664237079678,0.5707865684649107,0.2867168517524494,0.14458055200339034,1163.4325755452373,1162.8737408214108,664.071687435759,333.5757252865742,168.20972399105656,90,30.333333333333332
4,0.9988251987009086,0.9993315453495395,0.9992291812139428,0.2503561900831541,0.12620413838342587,1333.8087009791036,1332.241740784454,1332.7805761753823,333.9272646768893,168.3321778753843,120,24.333333333333332
5,0.8884000786918541,0.8882515858567039,0.6654403022069463,0.5559529715262788,0.1120639438842508,1502.9800169000669,1335.2475652863036,1000.1434766569818,835.5862065402089,168.4298682730394,150,25.0
6,0.8736329131770384,0.8723567925206559,0.8740803717488356,0.24970100771053597,0.25048168182408126,1338.5011065244685,1169.3586209836608,1169.9575447771351,334.2250751208272,335.2700082856426,180,17.745098039215687
7,0.9984318274837463,0.7475452352739425,0.6248907129458487,0.24912723835217682,0.4999693082560655,1342.3396399839564,1340.2346198530556,838.8155746450485,334.41336743985835,671.1286212474747,210,13.784313725490197
8,0.9961341117952173,0.9980108518769248,0.8332499603954757,0.4964738511888742,0.8312474902511398,1011.3582964329152,1007.448498323926,842.7142604483623,502.11294836186846,840.689045654529,240,15.666666666666666
9,0.9999703824088811,0.8583179263011558,0.7136333831618105,0.14177133105157264,0.8570362696358692,1178.3855590375085,1178.3506580958406,840.9352731649585,167.0612891966991,1009.9191637102846,270,20.333333333333332
10,0.9996709129398872,0.9996709129398872,0.8563727626915929,0.14187829447418882,0.1431323547289417,1177.4838585293471,1177.0963638280134,1008.3651049535338,167.05940161903078,168.53603732662552,300,30.92156862745098
11,1.0,1.0,0.7136940068174743,0.284439313783958,0.14340343011729492,1173.4333601393485,1173.4333601393485,837.4723565311439,333.7705797292403,168.27436885804562,330,33.78431372549019
